survey_round,chosen_center,triplet_object_1,triplet_object_2,triplet_object_3,response_time
39,40,40,16,34,5.9390
39,32,32,57,44,5.1890
39,37,24,37,55,2.8710
39,36,36,46,20,1.9460
39,26,37,24,26,2.6660
39,29,47,53,29,2.7060
39,12,39,9,12,4.9510
39,54,54,19,53,2.4670
39,27,31,33,27,4.2200
39,44,50,44,32,4.8980
39,57,13,57,43,4.5150
39,55,49,55,31,6.8670
39,8,8,52,4,3.2400
39,39,43,45,39,7.1560
39,18,32,26,18,3.6870
39,2,53,6,2,2.4610
39,43,43,52,1,5.0750
39,33,33,21,39,1.5910
39,58,58,5,54,5.0520
39,38,17,28,38,2.9390
39,30,48,30,34,3.3840
39,1,36,31,1,8.5510
39,16,16,21,59,2.2310
39,46,23,41,46,2.6160
40,15,29,15,56,6.5240
40,43,33,43,14,6.3160
40,16,16,17,14,5.6960
40,39,57,39,44,4.0570
40,58,12,35,58,4.6660
40,22,36,23,22,8.5060
40,25,55,25,52,5.6890
40,8,8,51,36,8.2750
40,18,53,15,18,6.1990
40,12,12,1,48,6.1120
40,20,60,20,57,7.2610
40,16,20,16,58,6.5070
40,39,6,39,46,7.0860
40,43,15,31,43,8.1930
40,36,36,8,15,14.932
40,50,12,50,8,9.3920
40,37,37,38,27,3.6220
40,18,53,10,18,4.4830
40,52,13,42,52,9.0810
40,38,16,38,6,19.196
40,32,50,32,5,9.0130
40,38,60,26,38,5.4250
40,31,31,2,34,6.8700
40,7,46,7,55,8.6830
40,16,12,56,16,18.187
40,60,59,60,38,7.6050
40,16,25,36,16,11.412
40,19,59,19,55,16.514
40,2,40,2,44,8.0180
40,7,41,52,7,4.8820
40,5,35,34,5,6.6470
40,32,28,34,32,6.4000
40,11,11,51,17,10.534
40,38,19,45,38,8.0830
40,22,22,50,39,12.242
40,16,16,39,18,5.2580
40,17,17,49,56,8.5730
40,17,17,55,49,11.487
40,58,36,58,32,8.0820
40,20,15,20,3,7.8880
40,17,6,17,29,3.7650
40,43,3,11,43,9.7380
40,10,10,34,54,3.9010
40,1,38,34,1,8.8870
40,44,54,53,44,4.8740
40,2,2,9,24,5.4090
40,56,56,49,9,9.4310
40,58,6,58,12,5.4730
40,22,1,22,37,11.459
40,10,56,10,15,3.8460
41,40,21,22,40,7.2090
41,18,15,53,18,6.7230
41,15,42,30,15,9.7890
41,39,39,26,19,5.2950
41,52,56,52,1,8.1880
41,58,58,4,42,6.6140
41,56,8,56,48,20.221
41,32,32,28,4,5.7990
41,5,1,5,17,10.956
41,60,56,60,51,10.553
41,10,53,20,10,3.1740
41,46,42,18,46,4.1080
41,11,11,55,18,7.5590
41,43,43,5,8,7.8330
41,58,58,35,10,3.8440
41,5,13,5,4,9.4160
41,55,18,20,55,5.0690
41,16,16,30,5,10.301
41,19,20,19,14,18.739
41,54,54,1,56,9.2950
41,37,21,37,54,4.9460
41,32,29,47,32,3.9240
41,58,8,58,49,7.7400
41,34,34,43,53,7.5390
41,4,13,4,3,7.3930
41,26,34,26,60,19.900
41,56,56,38,19,7.3340
41,32,42,32,43,10.620
41,2,19,2,21,4.5570
41,50,20,50,30,4.4990
41,8,13,8,9,6.9820
41,28,48,17,28,3.8140
41,46,22,46,42,7.7710
41,12,21,45,12,5.0020
41,32,27,32,56,8.4500
41,35,1,45,35,2.8470
41,51,56,51,37,10.750
41,45,4,45,56,6.4370
41,39,49,14,39,7.6200
41,12,5,7,12,12.859
41,31,34,32,31,9.8320
41,29,29,10,21,8.9770
41,29,21,4,29,7.8280
41,52,20,52,56,7.9220
41,58,58,55,31,4.2290
41,37,29,9,37,4.4420
41,7,7,36,32,15.257
41,35,41,35,12,6.8200
41,44,44,53,36,6.4540
41,58,58,5,48,4.2110
42,16,16,59,33,5.9930
42,39,20,30,39,4.5290
42,32,9,21,32,2.2270
42,12,12,10,3,2.9590
42,50,48,55,50,4.8910
42,18,15,53,18,18.675
42,5,27,44,5,4.8710
42,58,42,58,38,3.4830
42,50,50,59,1,2.8020
42,28,28,4,47,2.3690
42,12,12,24,40,2.4020
42,57,57,52,31,3.3970
42,44,27,44,41,3.2420
42,17,32,39,17,4.7060
42,60,45,56,60,8.4290
42,46,46,41,34,4.7640
42,4,4,27,42,2.3820
42,43,21,19,43,2.5160
42,29,6,29,18,4.2940
42,32,32,45,29,4.4970
42,6,50,17,6,5.4630
42,7,6,7,21,2.3120
42,50,50,43,49,3.1030
42,8,8,43,6,6.4670
42,20,20,56,23,2.9570
42,2,2,39,6,4.3810
42,50,50,56,32,5.3100
42,50,49,26,50,5.9230
42,36,20,36,60,12.618
42,28,8,28,52,3.9420
42,11,14,41,11,2.3270
42,46,47,21,46,1.8280
42,35,36,35,22,5.7200
42,28,42,38,28,7.6860
42,4,24,4,21,55.102
42,30,30,42,26,3.7870
42,57,55,57,53,2.7430
42,44,51,44,1,4.3470
42,2,51,24,2,3.6020
42,13,13,56,27,7.3780
42,34,20,24,34,2.8970
42,2,41,2,32,3.7190
42,57,23,48,57,2.5010
42,2,47,3,2,2.5630
42,18,42,18,53,6.5820
42,22,22,56,14,12.671
42,3,28,3,24,3.9390
42,10,10,5,54,3.0120
42,37,37,18,60,3.1780
43,43,43,8,3,7.3250
43,43,42,43,24,2.5950
43,60,29,60,42,3.5650
43,37,58,37,51,2.1920
43,32,59,30,32,8.9360
43,18,15,53,18,2.3230
43,16,23,15,16,1.3410
43,58,58,60,55,5.8060
43,10,10,55,29,3.5890
43,52,56,52,4,3.6290
43,54,54,52,53,2.8060
43,58,58,35,31,6.1140
43,22,25,1,22,3.5180
43,32,32,26,15,3.7170
43,38,57,16,38,4.0120
43,17,8,17,57,2.6220
43,28,16,28,15,4.4030
43,4,39,18,4,4.1980
43,17,60,31,17,7.4370
43,19,44,19,49,4.4940
43,18,32,18,21,3.4770
43,46,46,22,11,2.5180
43,10,2,10,41,5.1340
43,35,30,35,2,5.6530
43,38,38,59,9,4.3250
43,44,11,29,44,11.139
43,15,15,28,56,4.5890
43,46,31,46,16,6.1100
43,38,38,26,8,33.629
43,10,10,36,57,4.2370
43,58,45,58,54,3.2450
43,17,17,30,48,1.9740
43,46,46,50,53,3.0300
43,42,42,50,16,2.8780
43,1,1,11,9,2.7020
43,32,32,10,60,5.5430
43,54,22,37,54,3.3560
43,9,20,9,53,3.1500
43,34,9,34,21,2.3420
43,32,32,20,21,2.1980
43,16,59,16,46,2.1590
43,14,29,14,15,4.3960
43,25,47,44,25,2.0550
43,12,56,33,12,2.6280
43,44,32,22,44,3.6210
43,4,25,1,4,9.1170
43,11,9,11,52,11.710
43,10,56,10,38,2.6930
43,9,6,9,26,3.0940
43,29,57,29,54,4.4790
44,1,32,27,1,6.2510
44,35,23,8,35,4.1770
44,39,19,39,53,2.9130
44,29,29,53,47,2.5810
44,44,44,18,8,3.3970
44,8,25,51,8,4.1800
44,52,36,52,49,3.3810
44,50,15,50,8,5.6930
44,18,53,15,18,1.9740
44,9,19,9,57,4.5490
44,58,58,3,48,4.4370
44,46,9,46,47,5.4610
44,47,47,24,49,3.2160
44,2,2,30,50,3.3590
44,19,19,53,28,4.8300
44,13,13,23,11,3.3880
44,44,21,44,30,2.9100
44,7,46,7,49,3.9410
44,22,39,22,21,6.3650
44,5,5,7,38,4.3810
44,26,29,51,26,6.4360
44,46,7,9,46,5.4210
44,5,5,27,11,4.8130
44,41,57,41,48,2.9730
44,9,7,9,41,8.1890
44,28,15,28,35,3.5090
44,16,16,46,48,4.3630
44,17,40,17,43,5.1720
44,24,56,24,55,1.9670
44,8,15,8,6,9.4910
44,16,36,16,21,2.1970
44,12,18,8,12,4.4130
44,33,29,33,53,2.4370
44,45,30,40,45,2.1570
44,46,46,30,32,1.8930
44,22,1,22,35,4.2840
44,12,36,29,12,4.8050
44,41,41,29,20,2.4210
44,1,30,1,54,3.6860
44,10,10,55,31,2.5970
44,10,19,10,55,19.997
44,52,21,15,52,2.4930
44,10,10,53,58,4.2580
44,7,3,8,7,8.0210
44,38,39,13,38,2.5970
44,45,19,45,13,10.038
44,10,28,1,10,2.0940
44,33,52,33,31,4.0850
44,7,16,7,43,5.1960
45,57,57,17,26,8.0880
45,12,4,37,12,46.988
45,36,32,28,36,5.3000
45,37,40,37,60,6.5960
45,52,3,46,52,8.3010
45,2,2,8,53,6.6690
45,18,18,53,15,3.3490
45,22,22,54,7,3.9960
45,10,10,2,29,3.5820
45,24,7,24,34,4.9160
45,33,34,40,33,10.030
45,5,59,5,53,3.2780
45,7,7,19,37,4.6310
45,51,47,51,14,5.1570
45,36,55,36,11,3.4620
45,6,59,44,6,5.7820
45,28,28,47,23,17.108
45,19,19,47,4,3.6290
45,25,39,48,25,6.1170
45,29,1,29,27,3.0540
45,33,21,36,33,2.7750
45,58,54,58,16,2.0290
45,33,35,33,51,3.6940
45,2,1,16,2,3.4540
45,19,19,18,47,4.2870
45,37,37,22,35,2.5170
45,26,13,39,26,5.6060
45,38,34,60,38,8.2610
45,26,35,26,30,12.519
45,26,51,1,26,2.3570
45,49,11,49,46,6.3410
45,6,7,30,6,2.3430
45,46,4,50,46,3.1320
45,60,54,57,60,3.1430
45,38,38,17,47,5.8540
45,6,19,3,6,2.5650
45,1,34,1,40,4.1590
45,22,22,31,47,4.3750
45,2,2,29,50,2.2780
45,16,14,25,16,2.7660
45,8,29,45,8,3.2770
45,8,8,32,24,3.1270
45,4,53,4,3,5.0940
45,4,4,27,49,2.4840
45,28,32,1,28,19.886
45,6,17,7,6,6.5360
45,60,60,23,46,2.6380
45,10,10,39,18,4.0540
45,60,25,60,24,2.4550
45,43,25,24,43,2.4940
46,37,19,17,37,4.5100
46,58,58,5,2,8.0390
46,7,7,15,33,3.9330
46,17,44,21,17,2.3040
46,2,9,53,2,2.5630
46,58,60,3,58,1.9440
46,18,15,53,18,1.7180
46,40,42,23,40,7.1880
46,25,56,3,25,2.1920
46,1,14,1,21,1.7540
46,38,51,38,57,3.6650
46,12,17,12,51,3.5090
46,20,47,32,20,3.3280
46,35,59,35,26,3.2940
46,37,36,8,37,3.9920
46,46,46,10,14,3.0130
46,58,58,9,33,4.1500
46,35,6,35,34,3.0140
46,2,2,48,44,3.0010
46,2,11,22,2,4.4870
46,19,52,19,10,9.1670
46,36,34,19,36,4.3380
46,40,14,40,50,7.0860
46,32,32,34,19,2.7100
46,6,6,37,49,5.1160
46,39,9,39,20,3.0920
46,51,54,51,42,8.4350
46,26,39,53,26,1.7900
46,22,22,30,21,1.7280
46,4,51,4,14,3.1150
46,34,34,21,58,8.4460
46,39,48,39,14,3.0240
46,36,36,11,6,2.7780
46,29,29,52,21,1.7180
46,2,2,50,53,1.7990
46,9,7,9,41,2.8320
46,4,4,43,57,3.7100
46,46,9,18,46,2.7660
46,40,40,50,51,3.6540
46,58,43,58,30,4.1950
46,25,25,51,29,3.2260
46,9,47,57,9,3.1600
46,28,60,28,49,3.2150
46,8,12,25,8,4.3740
46,25,59,25,60,5.0040
46,43,18,43,51,2.6200
46,39,50,17,39,2.9900
46,40,8,20,40,2.9910
46,44,48,44,5,1.8550
46,6,6,47,9,3.9260
47,58,14,37,58,23.233
47,3,3,41,30,18.226
47,7,47,7,4,8.0310
47,1,18,1,16,17.931
47,40,51,29,40,28.769
47,60,1,54,60,5.8920
47,51,55,20,51,10.502
47,56,56,59,9,13.264
47,18,53,15,18,7.0160
47,1,21,7,1,6.1600
47,44,56,31,44,5.9890
47,39,15,43,39,5.4210
47,10,10,27,56,5.6410
47,4,4,6,20,8.4510
47,27,20,23,27,6.2950
47,16,30,51,16,18.203
47,18,18,23,7,9.6720
47,28,28,14,9,28.512
47,54,33,54,42,4.9270
47,32,53,11,32,4.4870
47,46,3,46,36,5.9600
47,4,10,57,4,8.9930
47,29,52,29,30,6.5500
47,56,24,49,56,15.581
47,43,55,43,27,5.6880
47,28,1,28,36,11.393
47,32,32,49,41,8.2740
47,46,1,53,46,10.968
47,33,42,33,26,8.4670
47,32,10,32,58,5.9800
47,17,17,16,43,6.1280
47,39,42,39,11,6.6460
47,43,44,43,31,30.389
47,30,30,51,23,11.467
47,3,13,54,3,7.4660
47,32,18,39,32,4.3290
47,40,47,40,18,4.0850
47,42,15,42,40,6.9500
47,57,21,8,57,3.7630
47,1,53,1,58,3.3000
47,12,12,54,18,3.9170
47,14,20,14,27,7.8450
47,46,18,52,46,4.1490
47,56,1,47,56,20.012
47,46,9,44,46,8.0280
47,42,42,9,15,6.2370
47,22,10,22,29,7.2310
47,32,49,32,4,4.9520
47,58,23,6,58,10.772
47,37,33,20,37,6.7950
48,22,22,18,20,31.869
48,43,4,55,43,12.233
48,22,53,11,22,3.6560
48,18,15,18,53,5.5480
48,16,54,45,16,3.9880
48,4,20,30,4,3.5920
48,54,6,54,43,22.747
48,51,40,51,60,9.3830
48,17,38,49,17,5.5500
48,58,22,58,41,3.6390
48,44,41,44,18,3.5310
48,39,39,46,58,15.706
48,11,27,11,9,9.1450
48,16,16,47,18,2.5520
48,5,5,13,3,43.290
48,33,39,33,3,6.2880
48,60,20,18,60,7.8590
48,17,4,17,45,5.8560
48,26,48,26,21,1.9650
48,2,39,15,2,19.130
48,37,52,37,1,4.0650
48,17,9,48,17,2.1620
48,19,59,19,31,12.817
48,8,22,8,49,6.7990
48,22,18,38,22,5.4370
48,2,19,2,7,29.490
48,8,59,27,8,3.5180
48,29,29,45,27,3.6150
48,3,32,34,3,17.022
48,25,42,25,17,10.659
48,24,59,27,24,9.8320
48,28,25,31,28,0.18600
48,55,55,48,29,12.448
48,37,37,32,6,3.3820
48,10,4,10,59,6.4880
48,5,5,42,27,10.742
48,46,27,46,49,4.6350
48,11,45,11,34,3.4760
48,17,17,37,40,40.987
48,25,47,25,46,10.938
48,50,48,50,32,6.4720
48,38,60,13,38,4.8610
48,50,50,47,25,5.5470
48,27,21,27,56,3.1920
48,46,46,45,29,7.9330
48,14,21,25,14,3.7230
48,44,44,37,58,5.3080
48,57,57,23,58,6.0040
49,8,52,8,11,15.888
49,9,12,9,6,5.9970
49,30,30,22,23,3.6030
49,14,52,14,26,5.4250
49,24,25,33,24,7.2910
49,3,40,27,3,9.7420
49,58,24,58,43,7.4630
49,23,53,23,37,3.9580
49,5,24,21,5,4.5610
49,18,18,15,53,2.3630
49,46,25,21,46,3.7090
49,33,33,11,38,2.7380
49,35,26,35,60,6.5800
49,60,3,57,60,4.3010
49,60,40,29,60,3.2600
49,27,27,57,58,6.5700
49,22,22,5,41,10.013
49,17,17,13,36,2.1130
49,45,38,28,45,2.4890
49,34,34,56,13,3.0540
49,57,29,57,15,7.9280
49,39,31,52,39,3.1930
49,40,40,29,49,4.6770
49,60,7,60,58,6.1810
49,6,6,57,11,2.2590
49,36,36,32,19,2.1780
49,27,27,6,53,1.8370
49,4,4,25,26,2.9700
49,22,34,42,22,3.0500
49,44,44,45,22,6.6660
49,42,1,9,42,6.1740
49,51,51,15,34,6.6310
49,43,10,43,46,2.5280
49,16,16,28,27,2.9130
49,44,44,26,15,3.1530
49,59,59,47,25,4.8270
49,29,60,29,34,5.4140
49,25,18,25,40,3.9880
49,17,43,53,17,4.0630
49,1,24,1,3,7.2450
49,41,41,48,33,4.1730
49,32,32,27,28,2.9400
49,3,3,19,17,8.0450
49,60,60,6,4,3.6770
49,22,17,59,22,2.7470
49,56,56,15,24,2.7450
49,11,8,11,14,6.5470
49,59,29,54,59,6.3390
49,46,46,36,21,3.5820
49,5,11,23,5,2.6510
50,38,38,43,24,9.5230
50,14,13,14,17,9.5970
50,35,21,49,35,2.5020
50,35,54,32,35,4.1840
50,1,1,14,47,4.6600
50,59,36,48,59,2.6170
50,2,50,31,2,3.0180
50,17,17,8,1,4.6490
50,36,5,36,9,3.5790
50,18,15,53,18,1.4600
50,18,13,28,18,2.8010
50,56,56,46,19,4.6410
50,50,11,41,50,2.7810
50,11,20,38,11,3.2890
50,39,39,59,60,2.9350
50,18,18,6,13,4.9180
50,25,11,25,53,2.2810
50,7,31,17,7,2.6080
50,24,24,40,30,2.7490
50,17,17,29,39,2.0570
50,50,50,53,54,2.1900
50,13,2,13,23,2.3450
50,50,28,15,50,3.3390
50,43,14,19,43,2.4790
50,51,51,29,40,1.7980
50,42,29,42,41,4.7610
50,18,16,24,18,4.7530
50,39,39,22,56,2.7440
50,28,10,6,28,4.3270
50,25,51,25,37,4.6670
50,33,33,60,34,9.3040
50,31,52,27,31,3.3930
50,22,19,22,53,1.6360
50,28,34,28,41,2.0360
50,50,23,50,42,3.5960
50,50,2,9,50,4.1720
50,13,26,13,14,7.0400
50,40,60,40,55,4.7880
50,36,56,36,29,1.6320
50,11,9,35,11,2.8840
50,32,20,32,27,1.9050
50,44,44,18,35,2.0490
50,22,22,60,23,3.5420
50,16,16,41,4,3.4910
50,37,42,53,37,3.0440
50,36,36,12,19,4.1150
50,55,55,48,45,3.0520
50,45,45,36,53,2.1840
50,50,55,50,11,5.6480
50,38,55,33,38,1.9290
51,60,49,5,60,3.2460
51,14,14,21,17,3.5190
51,43,29,28,43,3.8910
51,16,50,30,16,10.064
51,18,53,15,18,3.2370
51,1,24,1,60,14.566
51,18,18,21,46,5.3560
51,44,15,44,14,4.1730
51,37,37,40,5,7.2710
51,3,3,19,29,7.2710
51,40,40,6,12,4.0870
51,5,5,33,51,11.981
51,18,18,11,53,2.9820
51,36,47,45,36,1.7460
51,52,52,29,6,2.1400
51,47,47,36,57,4.3870
51,39,20,39,44,3.0360
51,36,5,50,36,6.5980
51,36,36,33,15,6.1500
51,17,31,17,47,10.766
51,40,52,40,21,4.7740
51,27,27,22,53,2.1020
51,28,49,28,38,6.2640
51,8,9,19,8,4.1070
51,46,9,46,52,38.152
51,34,26,10,34,3.4660
51,7,7,59,57,21.390
51,1,32,38,1,5.9160
51,32,50,22,32,4.4280
51,33,27,34,33,7.9350
51,5,2,60,5,4.7360
51,60,60,56,7,4.6360
51,8,8,20,9,6.8400
51,54,50,30,54,2.7430
51,13,51,1,13,18.635
51,32,4,25,32,13.181
51,28,57,7,28,3.5660
51,34,34,38,14,9.3330
51,19,30,6,19,2.9360
51,38,50,38,32,3.4190
51,7,1,21,7,3.0800
51,22,18,22,56,8.4840
51,11,11,56,26,2.9760
51,47,47,15,53,5.6680
51,5,5,12,19,9.5960
51,54,46,52,54,6.0400
51,5,20,5,60,3.9430
51,28,28,36,23,3.0010
51,46,9,54,46,4.9410
52,5,43,5,31,3.3900
52,36,54,58,36,4.9900
52,42,42,48,60,5.2300
52,18,53,18,15,1.9940
52,3,21,3,60,2.1940
52,5,12,39,5,5.2820
52,5,58,47,5,3.8300
52,8,8,37,11,2.7020
52,45,39,18,45,5.5020
52,19,19,13,2,4.3680
52,39,39,48,60,3.5480
52,60,48,60,29,1.9440
52,42,31,42,49,3.3840
52,4,59,4,33,3.5350
52,25,12,25,33,2.3580
52,39,46,2,39,3.0480
52,31,22,29,31,5.0110
52,7,29,7,35,2.1410
52,24,12,24,57,2.8880
52,16,16,20,12,3.4520
52,16,41,16,8,3.7330
52,54,9,54,50,2.6400
52,16,16,13,40,2.2650
52,26,26,18,21,3.3460
52,9,28,9,46,1.5660
52,18,29,54,18,3.2940
52,44,58,44,42,1.8650
52,49,15,49,23,3.0730
52,4,52,4,38,2.6370
52,52,45,52,32,2.2210
52,14,28,27,14,3.3180
52,22,12,22,5,1.4070
52,24,30,48,24,2.3530
52,60,33,60,42,1.2260
52,11,12,44,11,0.94500
52,52,7,52,8,0.86200
52,17,38,35,17,1.3930
52,42,33,42,47,0.69800
52,3,44,3,18,1.4380
52,51,49,22,51,3.2050
52,59,1,59,47,1.2630
52,22,22,17,21,1.7930
52,4,27,4,7,1.1770
52,43,54,34,43,2.4940
52,37,37,4,25,1.9020
52,20,20,41,53,2.1520
52,51,51,15,2,2.0240
52,20,21,20,38,1.4010
52,39,39,15,36,1.2620
53,10,25,10,3,8.0810
53,35,21,35,58,8.7630
53,8,21,8,58,6.6030
53,26,38,26,53,3.5250
53,58,9,58,22,7.3830
53,36,21,36,53,6.6310
53,18,53,15,18,7.1150
53,38,52,38,56,9.0950
53,7,50,49,7,5.8890
53,28,52,28,7,13.799
53,54,38,26,54,3.0100
53,27,43,30,27,4.8550
53,5,47,5,34,6.3470
53,8,38,48,8,3.7740
53,5,5,46,49,6.4740
53,51,51,31,49,7.0150
53,50,26,50,45,3.5040
53,16,36,12,16,6.0470
53,24,23,24,8,2.2670
53,32,39,58,32,7.9480
53,58,60,58,37,6.9900
53,59,59,49,1,5.6900
53,60,28,55,60,7.3400
53,25,59,25,21,4.3480
53,54,47,21,54,2.8830
53,13,13,31,41,6.1930
53,4,4,55,27,3.2450
53,17,17,49,38,4.0110
53,60,9,60,27,6.6430
53,50,30,27,50,2.2450
53,4,4,9,57,4.0450
53,24,24,57,41,7.4200
53,27,37,35,27,3.7300
53,60,13,48,60,5.9340
53,46,11,30,46,7.2960
53,50,50,9,57,10.408
53,30,58,2,30,5.7150
53,52,3,25,52,14.607
53,33,4,33,1,7.7990
53,1,57,1,59,3.6730
53,5,5,6,30,5.6530
53,8,8,5,36,12.639
53,57,23,8,57,2.7060
53,42,40,46,42,4.1790
53,12,41,12,56,3.9430
53,5,5,59,11,4.2590
53,34,46,29,34,5.8070
53,11,11,4,36,6.7100
53,28,52,23,28,6.2040
54,52,52,44,20,6.0200
54,6,59,17,6,4.8100
54,18,18,15,53,3.7470
54,12,53,50,12,5.4020
54,43,57,43,42,2.8780
54,42,37,49,42,5.4850
54,32,30,2,32,4.4370
54,9,35,20,9,8.5750
54,17,39,17,57,3.8160
54,58,58,15,26,7.6140
54,4,4,53,6,4.6160
54,8,8,55,49,6.6590
54,35,35,21,10,4.9560
54,44,6,18,44,5.9670
54,9,27,9,54,4.0280
54,34,58,23,34,3.3100
54,26,31,26,47,3.9310
54,6,42,6,27,4.2550
54,24,24,4,9,9.7150
54,1,1,52,31,4.5350
54,5,18,44,5,3.9670
54,38,27,38,9,4.1410
54,12,12,30,37,4.8230
54,56,56,27,20,4.7310
54,39,39,59,1,3.6110
54,36,36,50,47,5.4200
54,37,37,58,26,5.5890
54,37,34,18,37,5.2700
54,44,36,12,44,4.6920
54,14,30,14,43,4.0560
54,14,21,14,28,16.964
54,56,56,20,39,5.9690
54,51,20,51,30,2.8130
54,25,25,28,36,7.6550
54,37,58,37,22,3.1330
54,4,4,21,3,4.2080
54,38,40,38,32,7.7190
54,37,45,22,37,2.1580
54,20,20,47,35,5.5260
54,2,2,10,44,8.6770
54,38,38,50,26,3.1580
54,13,30,55,13,5.3590
54,50,17,47,50,4.1900
54,33,8,29,33,4.0290
54,37,52,23,37,4.0320
54,54,54,59,9,6.3490
54,25,56,25,32,5.6100
54,38,32,20,38,4.7270
54,17,60,30,17,10.458
55,47,12,47,48,5.9080
55,10,19,10,22,4.2920
55,16,10,16,26,14.689
55,10,10,38,15,5.9190
55,58,36,29,58,36.457
55,51,39,30,51,5.5290
55,16,11,16,54,17.091
55,18,15,18,53,3.8050
55,10,10,18,59,31.699
55,4,58,17,4,2.0950
55,29,40,29,18,35.468
55,8,43,42,8,4.1030
55,8,31,55,8,2.8350
55,24,24,53,41,2.1990
55,50,11,47,50,5.0910
55,42,52,42,51,29.142
55,56,56,49,8,3.1110
55,13,53,13,38,2.7130
55,11,23,15,11,2.5590
55,15,47,49,15,12.634
55,50,50,41,15,2.5100
55,2,55,42,2,2.9020
55,57,29,43,57,12.574
55,17,45,13,17,39.062
55,26,55,26,24,4.0370
55,30,23,30,40,3.4080
55,1,45,1,18,4.7190
55,33,33,3,24,4.4230
55,6,20,6,31,442.29
55,8,8,31,59,2.8630
55,8,44,8,51,181.56
55,16,15,53,16,1.8080
55,32,32,42,31,3.3490
55,42,42,53,6,3.4230
55,12,18,12,45,18.602
55,7,47,7,60,33.363
55,24,24,49,30,57.217
55,17,6,17,20,4.9030
55,17,6,17,51,20.006
55,45,9,56,45,2.6450
55,17,47,55,17,7.1170
55,38,24,38,58,19.725
55,2,17,2,15,2.6760
55,29,34,23,29,4.2800
55,39,3,39,25,4.0950
55,46,39,29,46,22.464
55,13,30,13,42,37.446
55,5,19,5,10,2.8630
55,5,21,20,5,1.9990
56,26,23,11,26,2.8550
56,18,18,15,53,1.7500
56,3,14,41,3,6.9200
56,12,34,12,59,2.5780
56,14,14,18,60,2.2890
56,32,55,32,25,1.6750
56,26,57,26,6,2.4130
56,19,3,19,9,1.9020
56,37,45,50,37,2.3600
56,37,22,34,37,1.6800
56,37,44,37,39,1.9360
56,51,14,51,50,4.3720
56,11,41,11,7,1.7590
56,2,44,2,13,1.9920
56,39,33,39,57,1.6910
56,11,11,48,12,2.6350
56,16,16,47,41,1.5930
56,51,52,51,31,1.6820
56,7,3,7,33,2.0710
56,38,35,38,56,2.2900
56,22,22,26,31,1.5670
56,2,2,33,46,1.9830
56,40,57,50,40,3.1340
56,12,12,56,45,1.7140
56,26,26,42,21,2.1620
56,49,48,49,11,2.0180
56,6,6,37,1,4.4950
56,51,19,15,51,4.1850
56,16,25,50,16,2.1470
56,37,21,40,37,2.1650
56,52,40,52,28,5.4780
56,42,52,42,41,2.2810
56,16,42,16,29,2.5810
56,58,58,55,51,2.1050
56,46,22,56,46,3.8410
56,28,40,28,17,6.1570
56,7,7,46,55,2.6990
56,4,4,47,54,1.9350
56,33,33,14,56,1.7640
56,35,39,35,58,3.7490
56,28,47,17,28,2.3100
56,44,45,44,12,1.4830
56,46,21,46,47,1.8980
56,9,15,12,9,4.2630
56,52,52,59,54,3.9020
56,59,52,9,59,3.6770
56,5,5,1,54,4.8530
56,38,2,30,38,2.6430
56,19,19,23,47,2.4620
56,5,50,5,29,2.8090
57,39,33,48,39,3.2220
57,37,41,57,37,4.6700
57,7,39,7,43,3.8790
57,41,41,53,48,3.0100
57,41,41,30,46,9.7550
57,37,41,37,18,4.1230
57,18,53,15,18,3.7020
57,14,14,13,29,8.6390
57,35,35,33,41,1.9400
57,38,5,38,45,5.2500
57,5,15,35,5,5.0040
57,50,50,29,59,2.5610
57,28,52,28,26,4.3000
57,59,52,29,59,8.9310
57,46,21,11,46,4.2110
57,31,31,53,12,2.3380
57,7,7,59,35,2.1570
57,38,11,23,38,3.2660
57,43,43,32,22,5.4280
57,12,4,12,41,3.1740
57,42,21,42,40,6.4030
57,28,58,8,28,7.2320
57,19,48,58,19,4.2930
57,40,33,15,40,4.0230
57,28,47,28,29,5.4540
57,43,15,43,45,7.2780
57,39,39,18,42,2.3460
57,31,31,54,26,4.2270
57,50,50,39,40,3.5500
57,47,29,47,49,2.9520
57,54,48,24,54,3.0420
57,59,31,59,19,10.009
57,6,31,8,6,3.0770
57,26,21,26,45,2.9780
57,22,47,22,44,3.3090
57,43,41,57,43,6.2580
57,24,51,24,57,6.1750
57,39,15,39,13,2.4770
57,28,38,28,22,2.1250
57,29,57,38,29,5.4370
57,60,60,27,9,7.8740
57,12,26,12,54,2.7970
57,10,10,45,51,3.3190
57,45,52,24,45,4.7030
57,47,15,36,47,5.9600
57,37,37,6,8,3.7690
57,42,46,42,47,3.5230
57,54,27,6,54,4.8520
57,4,11,13,4,5.0220
58,28,28,14,36,7.4120
58,28,23,28,48,1.9960
58,16,50,27,16,5.8730
58,37,60,3,37,9.5890
58,34,34,53,47,2.2560
58,54,29,54,52,6.5950
58,43,53,56,43,2.2860
58,50,22,49,50,10.505
58,18,15,18,53,1.9410
58,36,30,36,13,3.9750
58,26,26,9,21,2.6840
58,57,33,26,57,5.8320
58,3,7,59,3,5.8570
58,3,23,20,3,2.5710
58,8,48,24,8,2.5430
58,50,40,17,50,5.8240
58,7,10,1,7,4.4700
58,4,4,32,30,10.016
58,11,53,42,11,5.1340
58,40,10,40,15,2.8700
58,6,28,6,50,7.0780
58,14,14,13,16,5.9910
58,49,1,48,49,5.8750
